2025-09-28T01:59:54.037Z | CREAR_CATEGORIA | 1@gmail.com | Juan Castro | Resultado: Exito
2025-09-28T02:17:14.647Z | CREAR_CATEGORIA | 1@gmail.com | Juan Castro | Resultado: Exito
2025-09-28T02:24:31.693Z | ACTUALIZAR_CATEGORIA | 1@gmail.com | - | Resultado: Error: Validation failed: slugNormalized: Path `slugNormalized` is required., slug: Path `slug` is required.
2025-09-28T03:08:19.962Z | CREAR_CATEGORIA | 1@gmail.com | Juan Castro | Resultado: Exito
2025-09-28T13:57:00.694Z | ELIMINAR_CATEGORIA | 1@gmail.com | - | Resultado: Exito
2025-09-28T13:57:11.198Z | ELIMINAR_CATEGORIA | 1@gmail.com | - | Resultado: Exito
2025-09-28T13:57:17.007Z | ELIMINAR_CATEGORIA | 1@gmail.com | - | Resultado: Exito
2025-09-28T13:57:24.969Z | ELIMINAR_CATEGORIA | 1@gmail.com | - | Resultado: Exito
2025-09-28T13:57:27.290Z | ELIMINAR_CATEGORIA | 1@gmail.com | - | Resultado: Exito
2025-09-28T13:57:29.902Z | ELIMINAR_CATEGORIA | 1@gmail.com | - | Resultado: Exito
2025-09-28T13:57:32.399Z | ELIMINAR_CATEGORIA | 1@gmail.com | - | Resultado: Exito
2025-09-28T13:57:34.592Z | ELIMINAR_CATEGORIA | 1@gmail.com | - | Resultado: Exito
2025-09-28T13:57:36.429Z | ELIMINAR_CATEGORIA | 1@gmail.com | - | Resultado: Exito
2025-09-28T13:57:41.378Z | ELIMINAR_CATEGORIA | 1@gmail.com | - | Resultado: Exito
2025-09-28T14:05:16.851Z | CREAR_CATEGORIA | 1@gmail.com | Juan Castro | Resultado: Exito
2025-09-28T14:06:52.629Z | CREAR_CATEGORIA | 1@gmail.com | Juan Castro | Resultado: Exito
2025-09-28T14:10:28.406Z | CREAR_CATEGORIA | 1@gmail.com | Juan Castro | Resultado: Exito
2025-09-28T14:12:23.185Z | CREAR_CATEGORIA | 1@gmail.com | Juan Castro | Resultado: Exito
2025-09-28T14:14:33.598Z | CREAR_CATEGORIA | 1@gmail.com | Juan Castro | Resultado: Exito
2025-09-28T14:15:51.667Z | ACTUALIZAR_CATEGORIA | 1@gmail.com | - | Resultado: Error: Cast to ObjectId failed for value "1759068873615" (type string) at path "_id" for model "Categoria"
2025-09-28T14:16:15.479Z | ELIMINAR_CATEGORIA | 1@gmail.com | - | Resultado: Error: Cast to ObjectId failed for value "1759068873615" (type string) at path "_id" for model "Categoria"
2025-09-28T14:19:46.999Z | CREAR_CATEGORIA | 1@gmail.com | Juan Castro | Resultado: Exito
2025-09-28T14:24:16.274Z | CREAR_CATEGORIA | 1@gmail.com | Juan Castro | Resultado: Exito
2025-09-28T14:28:30.639Z | CREAR_CATEGORIA | 1@gmail.com | Juan Castro | Resultado: Exito
2025-09-28T14:30:38.529Z | CREAR_CATEGORIA | 1@gmail.com | Juan Castro | Resultado: Exito
2025-09-28T14:31:22.017Z | ACTUALIZAR_CATEGORIA | 1@gmail.com | - | Resultado: Error: Cast to ObjectId failed for value "1759069838536" (type string) at path "_id" for model "Categoria"
2025-09-28T14:31:30.752Z | ACTUALIZAR_CATEGORIA | 1@gmail.com | - | Resultado: Error: Cast to ObjectId failed for value "1759069838536" (type string) at path "_id" for model "Categoria"
2025-09-28T14:32:04.817Z | ACTUALIZAR_CATEGORIA | 1@gmail.com | - | Resultado: Exito
2025-09-28T14:33:24.118Z | ACTUALIZAR_CATEGORIA | 1@gmail.com | - | Resultado: Exito
2025-09-28T14:34:59.030Z | ACTUALIZAR_CATEGORIA | 1@gmail.com | - | Resultado: Exito
2025-09-28T14:36:23.963Z | ACTUALIZAR_CATEGORIA | 1@gmail.com | - | Resultado: Exito
2025-09-28T14:37:23.650Z | ACTUALIZAR_CATEGORIA | 1@gmail.com | - | Resultado: Exito
2025-09-28T14:38:30.719Z | ACTUALIZAR_CATEGORIA | 1@gmail.com | - | Resultado: Exito
